currentDirection,currentSpeed,secondarySwellDirection,secondarySwellHeight,secondarySwellPeriod,swellDirection,swellHeight,swellPeriod,waterTemperature,waveDirection,waveHeight,wavePeriod,windDirection,windSpeed,windWaveDirection,windWaveHeight,windWavePeriod,DateTime
,,127.65,0.28,9.74,151.23,0.53,6.07,,153.43,0.56,5.86,204.45,3.65,172,0.1,2.88,2026-08-02 06:00:00
,,127.63,0.28,9.71,150.2,0.52,6.15,,152.81,0.55,5.89,197.82,3.73,196.93,0.13,1.87,2026-08-02 07:00:00
,,127.58,0.28,9.7,148.82,0.51,6.28,,152.16,0.54,5.91,187.64,3.97,190.74,0.16,2.02,2026-08-02 08:00:00
,,156.7,0.27,4.29,145.85,0.48,6.51,,153.06,0.54,5.76,190.22,5.01,188.13,0.23,2.34,2026-08-02 09:00:00
,,154.89,0.26,4.31,144.45,0.47,6.63,,154.4,0.55,5.56,187.83,5.26,185.45,0.28,2.47,2026-08-02 10:00:00
,,156.42,0.25,3.97,145.12,0.47,6.56,,155.24,0.57,5.4,181.44,5.4,181.18,0.31,2.49,2026-08-02 11:00:00
,,158.14,0.23,4.1,144.65,0.45,6.6,,155.61,0.57,5.21,176.04,5.64,175.32,0.35,2.64,2026-08-02 12:00:00
,,149.67,0.23,4.52,143.06,0.44,6.66,,156.31,0.6,4.98,173.45,6.04,172.79,0.4,2.78,2026-08-02 13:00:00
,,143.85,0.22,4.61,139.88,0.41,6.91,,157.48,0.64,4.72,173.75,6.58,170.48,0.49,3.01,2026-08-02 14:00:00
,,79.38,0.07,5.25,138.68,0.42,6.8,,158.41,0.69,4.54,172.1,6.97,170.01,0.54,3.12,2026-08-02 15:00:00
,,79.63,0.07,5.31,138.19,0.43,6.57,,158.86,0.74,4.44,172.29,6.92,169.99,0.59,3.22,2026-08-02 16:00:00
,,49.37,0.02,5.18,141,0.47,6.23,,158.63,0.77,4.42,170.89,6.7,169.49,0.6,3.24,2026-08-02 17:00:00
,,52.15,0.02,5.39,144.04,0.51,5.98,,157.4,0.76,4.49,172.69,6.45,167.89,0.57,3.25,2026-08-02 18:00:00
,,15.49,0,4,144.49,0.51,5.97,,156.41,0.77,4.49,169.59,6.56,166.38,0.57,3.26,2026-08-02 19:00:00
,,22.1,0,4.02,146.8,0.56,5.73,,155.3,0.77,4.52,170.65,6.1,165.51,0.52,3.12,2026-08-02 20:00:00
,,125.65,0.23,9.67,147.1,0.58,5.57,,154.27,0.76,4.55,171.89,6.07,166.79,0.47,2.95,2026-08-02 21:00:00
,,125.58,0.23,9.64,148.21,0.6,5.41,,153.08,0.74,4.6,171.97,5.78,165.79,0.41,2.8,2026-08-02 22:00:00
,,125.48,0.23,9.62,147,0.6,5.41,,151.92,0.72,4.64,169.85,5.25,165.56,0.38,2.69,2026-08-02 23:00:00
,,125.34,0.22,9.6,147.31,0.62,5.22,,150.76,0.7,4.69,163.78,4.75,164.86,0.31,2.44,2026-08-03
,,125.16,0.22,9.58,146.87,0.63,5.08,,149.62,0.68,4.77,159.39,4.44,166.89,0.22,2.1,2026-08-03 01:00:00
,,124.97,0.22,9.56,144.55,0.61,5.17,,148.94,0.66,4.82,166.77,4.46,172.96,0.22,2.16,2026-08-03 02:00:00
,,124.77,0.22,9.55,140.7,0.56,5.41,,150.09,0.67,4.77,177.22,4.78,176.53,0.31,2.52,2026-08-03 03:00:00
,,124.59,0.22,9.54,138.96,0.54,5.57,,152.21,0.7,4.68,176.93,5.11,175.18,0.39,2.73,2026-08-03 04:00:00
,,50.79,0.02,4.03,138.45,0.52,5.76,,154.38,0.74,4.59,172.66,6.05,171.06,0.5,3.06,2026-08-03 05:00:00
,,122.75,0.2,10,147.05,0.58,5.45,,154.2,0.75,4.65,162.43,5.66,166.14,0.43,2.86,2026-08-03 06:00:00
,,122.68,0.19,9.99,143.38,0.54,5.77,,154.84,0.79,4.59,163.43,6.71,165.94,0.55,3.26,2026-08-03 07:00:00
,,51.47,0.02,5.08,139.49,0.46,5.71,,155.89,0.75,4.32,168.93,7.63,166.12,0.58,3.33,2026-08-03 08:00:00
,,51.01,0.02,4.94,125.84,0.35,6.24,,159.59,0.88,4.21,174.3,9,166.03,0.8,3.78,2026-08-03 09:00:00
,,64.93,0.04,4.18,121.19,0.36,6.01,,163.71,1.07,4.25,179.76,9.43,169.56,1.01,3.99,2026-08-03 10:00:00
,,126.64,0.28,26.26,125.36,0.48,5.77,,166.9,1.25,4.46,187,9.12,174.82,1.14,4.19,2026-08-03 11:00:00
,,127.62,0.37,26.26,132.44,0.63,5.85,,168.36,1.36,4.73,191.2,9.02,179.98,1.19,4.32,2026-08-03 12:00:00
,,34.29,0.01,7.26,139.32,0.79,6.05,,169,1.42,4.98,195.8,8.59,185.35,1.15,4.32,2026-08-03 13:00:00
,,229.2,0.57,27.58,145.36,0.94,6.19,,169.38,1.45,5.21,195.65,8.32,190.73,1.06,4.19,2026-08-03 14:00:00
,,137.36,0.58,27.58,146.71,0.97,6.41,,170.03,1.48,5.37,195.42,8.77,191.43,1.06,4.23,2026-08-03 15:00:00
,,49.77,0.02,7.81,147.21,0.97,6.63,,170.93,1.5,5.48,199.48,8.64,191.93,1.1,4.36,2026-08-03 16:00:00
,,49.08,0.02,7.93,148.61,0.99,6.74,,171.55,1.5,5.56,198.02,8.09,192.47,1.09,4.35,2026-08-03 17:00:00
,,52.24,0.02,8.92,154.97,1.13,6.48,,171.73,1.47,5.68,208.32,7.24,205.96,0.86,3.8,2026-08-03 18:00:00
,,51.56,0.02,8.85,158.82,1.18,6.45,,171.98,1.42,5.78,213.37,7.03,213.13,0.72,3.5,2026-08-03 19:00:00
,,51.81,0.02,8.9,159.87,1.16,6.47,,172.97,1.36,5.82,228.22,7.49,222.12,0.67,3.5,2026-08-03 20:00:00
,,51.69,0.02,8.92,162.94,1.14,6.38,,175.11,1.31,5.79,252.89,7.49,241.4,0.6,3.23,2026-08-03 21:00:00
,,272,0.14,26.29,165.95,1.11,6.31,,177.92,1.25,5.74,275.75,7.67,262.88,0.55,3.02,2026-08-03 22:00:00
,,284.7,0.14,27.62,167.63,1.05,6.3,,181.06,1.18,5.67,284.96,7.1,276.39,0.52,2.94,2026-08-03 23:00:00
,,237.76,0.28,3.81,169.56,1,6.29,,182.22,1.1,5.7,289.08,6.17,284.62,0.46,2.84,2026-08-04
,,243.46,0.29,3.77,170.44,0.93,6.27,,181.9,1.02,5.74,283.36,5.51,286.48,0.4,2.73,2026-08-04 01:00:00
,,263.02,0.31,3.64,170.85,0.86,6.24,,180.82,0.93,5.77,277.67,5.51,283.95,0.34,2.61,2026-08-04 02:00:00
,,276.42,0.32,3.45,171.85,0.81,6.17,,178.94,0.86,5.82,272.25,5.12,276.8,0.27,2.35,2026-08-04 03:00:00
,,278.5,0.3,3.36,171.1,0.76,6.16,,176.72,0.79,5.86,262.43,4.99,268.12,0.23,2.24,2026-08-04 04:00:00
,,281.06,0.27,3.36,168.51,0.7,6.22,,174.94,0.74,5.87,252.58,5.16,258.97,0.23,2.27,2026-08-04 05:00:00
,,281.24,0.24,3.33,167.44,0.66,6.25,,173.08,0.69,5.92,243.71,4.9,249.15,0.2,2.21,2026-08-04 06:00:00
,,282.2,0.21,3.36,163.63,0.61,6.37,,172.21,0.66,5.88,244.24,5.19,251.19,0.23,2.32,2026-08-04 07:00:00
,,271.08,0.19,27.62,161.77,0.58,6.4,,171.81,0.63,5.84,246.67,5.12,252.34,0.24,2.31,2026-08-04 08:00:00
,,273.77,0.2,3.15,163.01,0.56,6.28,,170.75,0.6,5.84,246.44,4.68,252.45,0.2,2.13,2026-08-04 09:00:00
,,269.6,0.2,2.98,163.76,0.55,6.18,,168.1,0.58,5.92,240.37,4.41,247.09,0.14,1.88,2026-08-04 10:00:00
,,270.63,0.2,2.93,163.25,0.54,6.16,,165.33,0.55,6,234.96,4.31,241.59,0.11,1.74,2026-08-04 11:00:00
,,270.59,0.19,2.9,161.97,0.54,6.21,,162.67,0.54,6.16,235.37,4.13,269.84,0.05,2.55,2026-08-04 12:00:00
,,269.53,0.14,2.88,159.48,0.52,6.31,,159.94,0.53,6.27,232.61,4.04,24.85,0.03,3.58,2026-08-04 13:00:00
,,274.48,0.12,2.87,157.41,0.51,6.38,,157.96,0.51,6.31,225.56,4.03,247.52,0.05,2.67,2026-08-04 14:00:00
,,277.63,0.11,2.85,155.66,0.5,6.41,,156.27,0.5,6.32,220.75,3.89,189.61,0.05,2.68,2026-08-04 15:00:00
,,275.83,0.1,2.8,154.12,0.49,6.39,,154.61,0.49,6.33,209.08,3.78,31.13,0.03,3.59,2026-08-04 16:00:00
,,276.82,0.09,2.76,152.87,0.48,6.37,,153.43,0.48,6.29,201.22,4.04,134.23,0.05,2.68,2026-08-04 17:00:00
,,269.69,0.06,2.71,151.63,0.46,6.37,,152.37,0.47,6.27,200.99,4.07,142.2,0.05,2.7,2026-08-04 18:00:00
,,186.16,0.08,2.43,150.98,0.45,6.29,,151.78,0.46,6.18,199.55,3.73,33.79,0.04,3.62,2026-08-04 19:00:00
,,271.43,0.04,2.81,150.32,0.45,6.24,,151.51,0.46,6.09,201.52,3.76,141.45,0.06,2.72,2026-08-04 20:00:00
,,40.73,0,7.31,150.12,0.44,6.14,,151.83,0.46,5.96,208.88,3.61,156.19,0.07,2.73,2026-08-04 21:00:00
,,33.65,0,8.37,150.04,0.44,6.05,,152.08,0.46,5.86,214.6,3.35,177.29,0.08,2.74,2026-08-04 22:00:00
,,37.34,0,8.75,150.13,0.44,5.96,,152.71,0.46,5.74,217.24,3.51,224.51,0.09,2.8,2026-08-04 23:00:00
,,127.25,0.14,10.35,150.85,0.45,5.83,,153.21,0.47,5.65,220.69,3.56,238.84,0.08,2.76,2026-08-05
,,126.66,0.14,10.36,151.12,0.45,5.77,,153.3,0.46,5.6,226.36,3.39,262.55,0.08,2.77,2026-08-05 01:00:00
,,126.09,0.14,10.36,151.89,0.45,5.66,,153.13,0.46,5.58,237.26,3.13,280.76,0.05,2.69,2026-08-05 02:00:00
,,125.56,0.14,10.35,151.94,0.45,5.63,,152.61,0.45,5.58,251.76,3.13,23.27,0.03,3.57,2026-08-05 03:00:00
,,125.04,0.14,10.35,151.48,0.44,5.64,,151.87,0.45,5.6,258.56,2.86,22.49,0.02,3.55,2026-08-05 04:00:00
,,124.52,0.14,10.34,150.81,0.44,5.67,,151.01,0.44,5.66,258.58,2.54,21.85,0.02,3.52,2026-08-05 05:00:00
,,124.14,0.14,10.33,149.86,0.42,5.82,,149.87,0.42,5.81,249.94,1.79,23.45,0.04,3.48,2026-08-05 06:00:00
,,123.69,0.14,10.33,149.35,0.41,5.82,,149.4,0.42,5.81,251.01,2.02,23.49,0.07,3.5,2026-08-05 07:00:00
,,123.24,0.14,10.33,148.68,0.41,5.86,,148.74,0.41,5.85,259.5,1.68,22.67,0.03,3.5,2026-08-05 08:00:00
,,122.75,0.13,10.33,148.01,0.4,5.91,,148.07,0.41,5.9,246.36,1.13,24.3,0.03,3.5,2026-08-05 09:00:00
,,122.4,0.13,10.34,147.37,0.4,5.97,,147.45,0.4,5.95,204.91,1.15,24.81,0.01,3.5,2026-08-05 10:00:00
,,120.57,0.14,10.27,146.83,0.39,6.01,,146.84,0.39,6,189.95,1.43,26.51,0.01,3.48,2026-08-05 11:00:00
,,120.25,0.14,10.27,146.24,0.39,6.06,,146.31,0.39,6.05,181.44,2.09,27.74,0.01,3.5,2026-08-05 12:00:00
,,119.98,0.14,10.28,145.84,0.38,6.03,,145.97,0.38,6.01,179.16,2.77,29.98,0.01,3.52,2026-08-05 13:00:00
,,123.72,0.16,9.7,145.9,0.38,5.98,,146.08,0.38,5.95,181.78,3.07,31.6,0.02,3.53,2026-08-05 14:00:00
,,123.42,0.17,9.71,146.24,0.38,5.95,,146.62,0.38,5.89,181.01,3.56,33.34,0.02,3.57,2026-08-05 15:00:00
,,123.14,0.17,9.73,146.11,0.38,6.04,,147.15,0.39,5.84,180.02,3.87,185.22,0.08,1.68,2026-08-05 16:00:00
,,123.19,0.17,9.81,145.76,0.38,6.1,,147.17,0.39,5.86,176.71,4.1,184.84,0.09,1.69,2026-08-05 17:00:00
,,123.28,0.17,9.83,146.05,0.38,6.01,,146.94,0.39,5.91,181.78,3.85,176.3,0.03,3.6,2026-08-05 18:00:00
,,123.28,0.17,9.86,146.09,0.38,6.01,,147.2,0.39,5.89,191.28,3.75,32.42,0.04,3.61,2026-08-05 19:00:00
,,123.17,0.17,9.88,146.42,0.38,6,,148.13,0.39,5.85,196.89,3.67,31.77,0.04,3.63,2026-08-05 20:00:00
,,122.99,0.16,9.9,147.19,0.38,5.99,,150.23,0.4,5.73,204.88,3.81,230.88,0.08,2.78,2026-08-05 21:00:00
,,122.81,0.16,9.93,147.92,0.38,5.92,,153.76,0.42,5.52,209.53,4,251.88,0.11,2.92,2026-08-05 22:00:00
,,122.61,0.16,9.97,149.24,0.39,5.83,,156.86,0.43,5.38,213.6,4.53,257.35,0.13,2.99,2026-08-05 23:00:00
,,122.4,0.16,10.01,150.48,0.39,5.81,,160.96,0.45,5.2,222.89,4.87,222.95,0.18,2.05,2026-08-06
,,122.21,0.16,10.06,152.4,0.4,5.71,,164.68,0.46,5.05,231.99,5.01,225.23,0.2,2.13,2026-08-06 01:00:00
,,122.1,0.16,10.12,157.27,0.41,5.5,,166.17,0.47,5.02,239.36,4.58,228.8,0.18,2,2026-08-06 02:00:00
,,121.92,0.14,9.22,161.06,0.43,5.32,,165.62,0.46,5.08,243.5,4.27,285.3,0.11,2.87,2026-08-06 03:00:00
,,121.41,0.14,9.21,162.03,0.43,5.31,,164.33,0.44,5.18,242.26,3.98,291.1,0.07,2.74,2026-08-06 04:00:00
,,121.37,0.14,9.22,161.71,0.42,5.36,,162.72,0.43,5.3,238.66,3.64,24.21,0.04,3.6,2026-08-06 05:00:00
,,121.51,0.14,9.25,160.15,0.41,5.54,,160.69,0.41,5.49,231.11,3.29,25.44,0.03,3.57,2026-08-06 06:00:00
,,121.54,0.14,9.26,158.54,0.4,5.61,,159.28,0.4,5.56,228.47,3.39,26.32,0.03,3.59,2026-08-06 07:00:00
,,121.56,0.14,9.28,157.08,0.39,5.74,,157.49,0.39,5.71,240.27,2.71,25.24,0.02,3.55,2026-08-06 08:00:00
,,121.88,0.16,10.32,155.62,0.38,5.86,,155.96,0.38,5.82,236.07,1.79,26.08,0.02,3.54,2026-08-06 09:00:00
,,121.9,0.18,10.31,154.48,0.37,5.94,,154.88,0.38,5.89,210.38,1.97,28.18,0.02,3.55,2026-08-06 10:00:00
,,121.73,0.18,10.28,153.1,0.36,6.03,,153.92,0.37,5.95,188.96,2.34,29.57,0.03,3.59,2026-08-06 11:00:00
,,122.01,0.18,10.32,152.34,0.38,6.18,,152.92,0.38,6.11,177.15,2.99,30.88,0.03,3.57,2026-08-06 12:00:00
,,122.74,0.2,10.56,150.56,0.38,6.41,,150.86,0.39,6.37,172.22,3.57,31.81,0.02,3.55,2026-08-06 13:00:00
,,122.87,0.21,10.54,149.28,0.38,6.53,,149.4,0.38,6.48,170.14,3.86,132.95,0.03,2.48,2026-08-06 14:00:00
,,295.62,0.01,2.33,148.25,0.37,6.6,,148.52,0.38,6.46,169.59,4.08,172.58,0.07,1.62,2026-08-06 15:00:00
,,295.68,0.01,2.34,147.65,0.37,6.61,,147.91,0.38,6.45,168.91,4.12,171.88,0.07,1.6,2026-08-06 16:00:00
,,295.7,0.01,2.34,147.23,0.37,6.54,,147.49,0.37,6.46,166.56,4.01,132.34,0.04,2.5,2026-08-06 17:00:00
,,174.53,0.09,2.14,146.38,0.36,6.57,,146.38,0.36,6.57,166.6,3.62,164.56,0,3.86,2026-08-06 18:00:00
,,156.02,0.07,2.17,146.14,0.36,6.53,,146.15,0.36,6.53,175.2,3.51,30.09,0,3.86,2026-08-06 19:00:00
,,79.98,0,2.01,146.91,0.35,6.51,,147.24,0.36,6.43,190.56,3.41,188.49,0.03,2.62,2026-08-06 20:00:00
,,93.98,0.01,2.05,147.72,0.35,6.46,,148.9,0.36,6.31,198.95,3.38,242.04,0.05,2.67,2026-08-06 21:00:00
,,190.9,0.09,2.27,148.32,0.35,6.37,,149,0.36,6.3,206.72,3.16,25.51,0.02,3.56,2026-08-06 22:00:00
,,232.51,0,22.72,148.14,0.35,6.4,,149.01,0.35,6.32,209.37,3.11,25.82,0.03,3.57,2026-08-06 23:00:00
,,234.79,0.12,23.03,148.32,0.35,6.4,,149.29,0.35,6.32,214.91,3.21,25.44,0.03,3.57,2026-08-07
,,212.44,0.12,2.38,148.86,0.35,6.36,,149.64,0.35,6.3,223.45,2.94,24.46,0.03,3.56,2026-08-07 01:00:00
,,239.13,0.12,2.23,149.25,0.35,6.32,,149.82,0.35,6.27,234.87,2.85,22.99,0.02,3.55,2026-08-07 02:00:00
,,239.58,0.12,2.19,149.39,0.35,6.33,,149.63,0.35,6.3,244.49,2.64,23.26,0.02,3.52,2026-08-07 03:00:00
,,245.98,0.1,2.19,149.2,0.34,6.37,,149.26,0.34,6.35,248.24,2.61,22.8,0.01,3.49,2026-08-07 04:00:00
,,241.75,0.1,2.23,148.74,0.34,6.4,,148.9,0.34,6.38,254.41,2.67,23.1,0.01,3.52,2026-08-07 05:00:00
,,254.98,0.11,22.64,148.64,0.33,6.51,,149.25,0.34,6.46,264.04,2.41,23.49,0.02,3.56,2026-08-07 06:00:00
,,256.01,0.11,22.88,148.4,0.33,6.49,,148.89,0.33,6.45,305.18,1.85,23.11,0.02,3.54,2026-08-07 07:00:00
,,269.99,0.1,21.62,148.44,0.32,6.4,,148.72,0.33,6.37,34.97,1.02,21.38,0.02,3.52,2026-08-07 08:00:00
,,253.82,0.1,2.17,148,0.32,6.38,,148.01,0.32,6.37,297.55,0.16,20.23,0.01,3.48,2026-08-07 09:00:00
,,260.89,0.1,2.15,147.06,0.31,6.41,,147.06,0.31,6.41,322.84,0.71,30.09,0,3.86,2026-08-07 10:00:00
,,260.95,0.09,2.15,145.98,0.31,6.47,,145.98,0.31,6.47,51.52,1.09,30.09,0,3.86,2026-08-07 11:00:00
,,260.89,0.08,2.15,144.84,0.3,6.53,,144.84,0.3,6.53,93.67,2.05,30.1,0,3.86,2026-08-07 12:00:00
,,261.65,0.08,2.14,143.74,0.3,6.6,,143.74,0.3,6.6,115.2,2.56,30.09,0,3.86,2026-08-07 13:00:00
,,263.33,0.05,2.13,142.7,0.29,6.69,,142.7,0.29,6.69,128.39,2.52,30.1,0,3.86,2026-08-07 14:00:00
,,263.05,0.04,2.13,141.68,0.29,6.77,,141.68,0.29,6.77,137.47,1.85,30.1,0,3.86,2026-08-07 15:00:00
,,266.57,0.04,2.13,140.67,0.29,6.84,,140.68,0.29,6.84,156.66,1.86,30.1,0,3.86,2026-08-07 16:00:00
,,266.39,0.03,2.12,139.72,0.29,6.78,,139.72,0.29,6.78,155.77,1.96,30.09,0,3.86,2026-08-07 17:00:00
,,262.5,0,2.54,137.05,0.28,7.15,,137.05,0.28,7.15,169.56,2.67,83.12,0,3.86,2026-08-07 18:00:00
,,249.22,0,3.57,136.44,0.28,7.19,,136.44,0.28,7.19,170.2,2.25,30.09,0,3.86,2026-08-07 19:00:00
,,87.8,0.13,9.85,135.81,0.28,7.24,,135.81,0.28,7.24,177.55,2.51,30.09,0,3.86,2026-08-07 20:00:00
,,88.33,0.13,9.76,135.33,0.28,7.25,,135.34,0.28,7.25,178.99,2.78,30.09,0,3.86,2026-08-07 21:00:00
,,88.02,0.13,9.76,134.83,0.28,7.28,,134.85,0.28,7.27,188.36,3.14,36.71,0.01,3.48,2026-08-07 22:00:00
,,87.76,0.13,9.75,134.34,0.27,7.31,,134.45,0.28,7.29,190.04,3.24,34.95,0.01,3.51,2026-08-07 23:00:00
,,88.09,0.14,9.66,134.02,0.28,7.32,,134.15,0.28,7.29,193.79,2.82,32.75,0.01,3.5,2026-08-08
,,87.87,0.14,9.65,134.25,0.28,7.18,,134.55,0.28,7.13,197.35,2.38,30.75,0.01,3.52,2026-08-08 01:00:00
,,87.67,0.14,9.64,137.92,0.29,6.94,,139.38,0.29,6.76,199.69,2.01,273.63,0.04,2.65,2026-08-08 02:00:00
,,87.49,0.14,9.63,138.94,0.27,6.84,,142.3,0.3,6.57,214.45,2.24,294.9,0.09,2.73,2026-08-08 03:00:00
,,240.24,0.15,2.29,140.53,0.3,6.63,,142.99,0.3,6.51,237.19,2.19,20.97,0.03,3.6,2026-08-08 04:00:00
,,87.52,0.15,9.55,141.21,0.3,6.64,,142.3,0.3,6.57,236.85,1.26,20.38,0.02,3.56,2026-08-08 05:00:00
,,87.57,0.15,9.55,140.91,0.3,6.61,,143.42,0.3,6.49,270.82,2.83,20.72,0.03,3.6,2026-08-08 06:00:00
,,87.4,0.15,9.53,142.13,0.3,6.58,,142.13,0.3,6.58,317.57,1.78,30.09,0,3.86,2026-08-08 07:00:00
,,87.28,0.16,9.51,140.88,0.29,6.67,,140.87,0.3,6.67,4.78,1.94,30.09,0.03,3.86,2026-08-08 08:00:00
,,87.31,0.16,9.46,139.9,0.29,6.75,,139.9,0.29,6.75,24.24,1.82,30.09,0.03,3.86,2026-08-08 09:00:00
,,248.25,0.11,2.27,139.02,0.29,6.81,,139.02,0.29,6.81,33.77,1.55,30.09,0,3.86,2026-08-08 10:00:00
,,255.56,0.12,2.38,138.68,0.38,7.82,,138.67,0.38,7.82,48.22,1.44,30.09,0,3.86,2026-08-08 11:00:00
,,87.15,0.23,11.57,136.94,0.43,8.72,,136.94,0.44,8.72,68.34,1.43,30.1,0.02,3.86,2026-08-08 12:00:00
,,87.02,0.23,11.42,137.53,0.43,8.31,,137.53,0.43,8.31,103.5,1.8,30.1,0,3.86,2026-08-08 13:00:00
,,86.94,0.23,11.1,138.08,0.42,7.75,,137.58,0.42,7.63,116.95,2.95,64.06,0.04,2.95,2026-08-08 14:00:00
,,86.93,0.22,10.78,138.75,0.4,7.53,,137.69,0.41,7.11,127.1,3.73,108.14,0.09,2.23,2026-08-08 15:00:00
,,86.92,0.2,10.51,138.09,0.39,6.97,,138.11,0.4,6.81,134.79,4.05,135.37,0.07,1.6,2026-08-08 16:00:00
,,86.91,0.19,10.29,138.45,0.38,6.7,,138.45,0.38,6.69,153.66,3.54,40.04,0.01,3.5,2026-08-08 17:00:00
,,86.99,0.19,10.11,137.7,0.36,6.91,,137.77,0.36,6.69,120.99,3.73,92.72,0.06,2.75,2026-08-08 18:00:00
,,119.37,0.14,2.4,139.11,0.35,6.6,,141.09,0.37,6.33,119.73,3.42,138.96,0.07,2.82,2026-08-08 19:00:00
,,163.42,0.21,2.37,143.47,0.36,6.09,,144.42,0.37,6.03,124.72,3.27,22.94,0.03,3.58,2026-08-08 20:00:00
,,163.05,0.16,2.4,145.21,0.35,6.02,,145.2,0.36,6.02,132.29,2.27,30.1,0.05,3.86,2026-08-08 21:00:00
,,255.26,0.16,22.7,145.82,0.35,6,,145.82,0.35,6,176.67,1.76,30.09,0,3.86,2026-08-08 22:00:00
,,262.77,0.17,22.87,147.31,0.34,5.93,,147.62,0.35,5.91,228.29,2.49,22.24,0.05,3.54,2026-08-08 23:00:00
,,109.11,0.2,9.25,147.22,0.34,6.01,,151.08,0.35,5.78,243.86,3.46,302.85,0.07,2.82,2026-08-09
,,108.81,0.2,9.21,148.3,0.33,5.92,,158.42,0.36,5.45,252,3.95,304.74,0.11,2.95,2026-08-09 01:00:00
,,164.77,0.16,3.56,150.95,0.32,5.88,,164.48,0.37,5.28,258.3,4.24,257.24,0.17,1.99,2026-08-09 02:00:00
,,166.95,0.16,3.62,155.79,0.31,5.74,,166.22,0.37,5.25,264.99,4.44,264.05,0.2,1.93,2026-08-09 03:00:00
,,170.28,0.16,3.77,159.21,0.32,5.64,,166.33,0.37,5.3,266.52,4.29,265.7,0.15,1.82,2026-08-09 04:00:00
,,263.06,0.16,2.54,162.33,0.35,5.49,,165.18,0.36,5.38,266.87,3.88,19.37,0.05,3.64,2026-08-09 05:00:00
,,263.06,0.15,2.41,163.27,0.34,5.67,,163.59,0.34,5.65,273.15,3.18,19.16,0.02,3.53,2026-08-09 06:00:00
,,177.22,0.14,4.12,160.68,0.33,5.81,,160.85,0.33,5.79,276.27,2.8,19.17,0.02,3.51,2026-08-09 07:00:00
,,177.02,0.14,4.17,157.93,0.32,5.96,,157.94,0.32,5.96,268.03,2.08,30.09,0,3.86,2026-08-09 08:00:00
,,176.45,0.15,4.23,157.11,0.31,5.98,,157.18,0.31,5.97,238.75,2.45,21.41,0.01,3.5,2026-08-09 09:00:00
,,105.52,0.18,9.3,156.13,0.31,5.99,,156.65,0.31,5.95,222.54,3.06,23.94,0.02,3.55,2026-08-09 10:00:00
,,174.73,0.18,4.29,154.38,0.3,6.09,,155.22,0.3,6.02,221.79,3.25,25.44,0.02,3.57,2026-08-09 11:00:00
,,174.92,0.15,4.45,152.79,0.29,6.18,,153.92,0.3,6.09,228.15,3.21,26.23,0.03,3.58,2026-08-09 12:00:00
,,83.81,0.13,8.82,151.32,0.29,6.29,,152.7,0.3,6.18,234.81,3.46,27.05,0.03,3.59,2026-08-09 13:00:00
,,83.81,0.13,8.81,150.42,0.29,6.31,,152.15,0.29,6.18,232.5,3.5,27.08,0.03,3.59,2026-08-09 14:00:00
,,126.06,0.13,9.8,150.14,0.31,6.63,,152.02,0.32,6.43,226.53,3.31,262.23,0.05,2.68,2026-08-09 15:00:00
,,125.63,0.14,10.19,149.32,0.31,6.63,,150.77,0.31,6.5,227.31,3.02,28.81,0.04,3.6,2026-08-09 16:00:00
,,172.76,0.12,4.7,148.53,0.3,6.56,,150.06,0.3,6.41,243.94,2.96,30.03,0.04,3.61,2026-08-09 17:00:00
,,125.45,0.13,9.91,147.07,0.28,6.74,,150.6,0.3,6.39,252.09,3.05,270.59,0.07,2.72,2026-08-09 18:00:00
,,125.45,0.13,9.91,148.25,0.28,6.41,,152.43,0.3,6.09,273.45,3.4,307.33,0.1,2.72,2026-08-09 19:00:00
,,82.54,0.12,8.81,150.2,0.27,6.13,,154.62,0.31,5.84,292,3.76,319.52,0.15,2.76,2026-08-09 20:00:00
,,82.56,0.13,8.78,150.22,0.28,6.08,,154.84,0.31,5.81,296.23,3.62,324.55,0.1,2.76,2026-08-09 21:00:00
,,125.76,0.14,10.14,150.86,0.29,6.06,,154.43,0.3,5.89,291.88,3.15,329.52,0.06,2.7,2026-08-09 22:00:00
,,81.57,0.12,8.77,150.5,0.27,6.09,,153.07,0.3,5.99,289.13,2.92,18.97,0.09,3.61,2026-08-09 23:00:00
,,81.55,0.11,8.75,150.14,0.27,6.15,,151.56,0.29,6.08,287.5,2.91,19.06,0.08,3.58,2026-08-10
,,81.53,0.11,8.73,149.74,0.26,6.11,,151.49,0.29,5.94,293.91,3.49,331.06,0.13,2.68,2026-08-10 01:00:00
,,81.52,0.11,8.7,147.12,0.26,6.14,,152.53,0.3,5.69,303.91,3.56,337.73,0.1,2.85,2026-08-10 02:00:00
,,313.93,0.14,10.81,145.8,0.28,6.04,,148.75,0.3,5.69,309.59,3.35,343.45,0.07,2.8,2026-08-10 03:00:00
,,319.09,0.14,10.77,143.65,0.28,6.08,,144.67,0.29,5.76,312.29,3.13,348.59,0.07,2.78,2026-08-10 04:00:00
,,81.47,0.12,8.62,140.85,0.26,5.99,,141.24,0.29,5.85,314.06,2.81,354.08,0.1,2.67,2026-08-10 05:00:00
,,124.67,0.14,10.14,133.58,0.27,6.31,,133.58,0.27,6.31,319.47,2.66,30.09,0,3.86,2026-08-10 06:00:00
,,124.84,0.14,10.15,132.54,0.26,6.37,,132.54,0.26,6.37,319.93,2.38,30.1,0,3.86,2026-08-10 07:00:00
